Episode,Total Reward,Epsilon,Attempts,Success
820,148,0.0164031105360144,4,1
821,174,0.01632109498333433,5,1
822,139,0.016239489508417658,4,1
823,148,0.01615829206087557,4,1
824,127,0.01607750060057119,2,1
825,170,0.015997113097568336,5,1
826,143,0.015917127532080494,3,1
827,164,0.01583754189442009,4,1
828,131,0.01575835418494799,2,1
829,143,0.01567956241402325,4,1
830,147,0.015601164601953134,4,1
831,151,0.015523158778943369,3,1
832,143,0.015445542985048652,4,1
833,131,0.015368315270123408,3,1
834,160,0.01529147369377279,5,1
835,134,0.015215016325303928,2,1
836,140,0.015138941243677408,4,1
837,142,0.01506324653745902,4,1
838,156,0.014987930304771725,5,1
839,144,0.014912990653247866,4,1
840,149,0.014838425699981627,4,1
841,145,0.01476423357148172,5,1
842,166,0.014690412403624311,5,1
843,158,0.01461696034160619,5,1
844,138,0.014543875539898159,4,1
845,166,0.014471156162198668,6,1
846,139,0.014398800381387675,3,1
847,125,0.014326806379480736,3,1
848,152,0.014255172347583332,4,1
849,136,0.014183896485845416,4,1
850,136,0.014112977003416188,3,1
851,161,0.014042412118399107,4,1
852,135,0.013972200057807112,4,1
853,163,0.013902339057518077,5,1
854,155,0.013832827362230486,5,1
855,136,0.013763663225419333,4,1
856,45,0.013694844909292236,6,0
857,157,0.013626370684745774,5,1
858,144,0.013558238831322046,3,1
859,142,0.013490447637165436,5,1
860,152,0.013422995398979608,5,1
861,141,0.01335588042198471,3,1
862,132,0.013289101019874787,3,1
863,140,0.013222655514775413,3,1
864,148,0.013156542237201536,5,1
865,143,0.013090759526015528,5,1
866,145,0.01302530572838545,3,1
867,167,0.012960179199743523,4,1
868,82,0.012895378303744804,6,0
869,136,0.01283090141222608,3,1
870,131,0.012766746905164949,4,1
871,149,0.012702913170639124,4,1
872,146,0.012639398604785928,4,1
873,154,0.012576201611761997,4,1
874,157,0.012513320603703188,4,1
875,132,0.012450754000684672,3,1
876,142,0.012388500230681249,4,1
877,174,0.012326557729527843,6,1
878,150,0.012264924940880204,3,1
879,133,0.012203600316175803,3,1
880,158,0.012142582314594924,4,1
881,137,0.01208186940302195,3,1
882,147,0.01202146005600684,4,1
883,149,0.011961352755726806,5,1
884,145,0.01190154599194817,4,1
885,149,0.01184203826198843,4,1
886,160,0.011782828070678488,4,1
887,144,0.011723913930325095,4,1
888,144,0.01166529436067347,4,1
889,141,0.011606967888870102,5,1
890,152,0.01154893304942575,3,1
891,151,0.011491188384178622,4,1
892,175,0.011433732442257729,6,1
893,150,0.01137656378004644,5,1
894,138,0.011319680961146208,4,1
895,147,0.011263082556340478,4,1
896,137,0.011206767143558775,4,1
897,134,0.011150733307840981,3,1
898,133,0.011094979641301777,2,1
899,146,0.011039504743095268,4,1
900,160,0.01098430721937979,5,1
901,150,0.010929385683282892,3,1
902,135,0.010874738754866477,3,1
903,137,0.010820365061092144,4,1
904,145,0.010766263235786683,4,1
905,142,0.01071243191960775,4,1
906,137,0.010658869760009713,4,1
907,154,0.010605575411209664,4,1
908,144,0.010552547534153616,3,1
909,168,0.010499784796482848,6,1
910,177,0.010447285872500434,5,1
911,143,0.01039504944313793,4,1
912,164,0.010343074195922241,5,1
913,136,0.01029135882494263,3,1
914,160,0.010239902030817916,6,1
915,174,0.010188702520663827,5,1
916,137,0.010137759008060509,2,1
917,139,0.010087070213020206,3,1
918,147,0.010036634861955105,4,1
919,140,0.01,4,1
920,139,0.01,3,1
921,174,0.01,6,1
922,139,0.01,4,1
923,143,0.01,4,1
924,139,0.01,4,1
925,171,0.01,6,1
926,165,0.01,5,1
927,131,0.01,3,1
928,137,0.01,2,1
929,142,0.01,4,1
930,168,0.01,6,1
931,142,0.01,3,1
932,131,0.01,3,1
933,135,0.01,3,1
934,154,0.01,4,1
935,172,0.01,5,1
936,150,0.01,5,1
937,162,0.01,5,1
938,143,0.01,4,1
939,164,0.01,5,1
940,149,0.01,4,1
941,145,0.01,4,1
942,131,0.01,3,1
943,139,0.01,3,1
944,175,0.01,5,1
945,149,0.01,3,1
946,135,0.01,4,1
947,141,0.01,3,1
948,131,0.01,3,1
949,137,0.01,4,1
950,136,0.01,4,1
951,139,0.01,3,1
952,149,0.01,4,1
953,150,0.01,5,1
954,189,0.01,5,1
955,162,0.01,4,1
956,165,0.01,5,1
957,156,0.01,4,1
958,152,0.01,4,1
959,141,0.01,3,1
960,133,0.01,3,1
961,142,0.01,4,1
962,166,0.01,5,1
963,174,0.01,5,1
964,144,0.01,4,1
965,173,0.01,5,1
966,163,0.01,5,1
967,179,0.01,6,1
968,142,0.01,4,1
969,162,0.01,5,1
970,131,0.01,3,1
971,141,0.01,3,1
972,52,0.01,6,0
973,152,0.01,3,1
974,136,0.01,4,1
975,131,0.01,3,1
976,145,0.01,3,1
977,140,0.01,4,1
978,162,0.01,5,1
979,157,0.01,4,1
980,168,0.01,5,1
981,152,0.01,5,1
982,150,0.01,4,1
983,137,0.01,3,1
984,177,0.01,5,1
985,141,0.01,4,1
986,150,0.01,4,1
987,138,0.01,3,1
988,131,0.01,3,1
989,131,0.01,4,1
990,135,0.01,3,1
991,156,0.01,4,1
992,133,0.01,3,1
993,143,0.01,4,1
994,145,0.01,4,1
995,139,0.01,4,1
996,165,0.01,6,1
997,155,0.01,4,1
998,145,0.01,3,1
999,153,0.01,4,1
1000,145,0.01,4,1
