Episode,Total Reward,Attempts,Success,Epsilon
802,181,4,1,0.017951913959130504
803,206,4,1,0.01786215438933485
804,167,3,1,0.017772843617388175
805,167,3,1,0.017683979399301233
806,211,4,1,0.017595559502304726
807,205,5,1,0.0175075817047932
808,177,3,1,0.017420043796269234
809,195,5,1,0.017332943577287888
810,201,4,1,0.01724627885940145
811,191,4,1,0.017160047465104442
812,206,4,1,0.01707424722777892
813,182,3,1,0.016988875991640028
814,186,4,1,0.016903931611681827
815,196,4,1,0.01681941195362342
816,216,4,1,0.016735314893855303
817,177,3,1,0.016651638319386028
818,211,4,1,0.0165683801277891
819,176,4,1,0.016485538227150154
820,211,4,1,0.0164031105360144
