Episode,Total Reward,Attempts,Success,Epsilon
823,642,3,1,0.4389315614456469
824,494,4,1,0.43849262988420123
825,612,3,1,0.438054137254317
826,672,3,1,0.4376160831170627
827,539,4,1,0.43717846703394564
828,672,3,1,0.4367412885669117
829,449,4,1,0.4363045472783448
830,422,5,1,0.43586824273106645
831,479,4,1,0.4354323744883354
832,672,3,1,0.43499694211384704
833,554,4,1,0.4345619451717332
834,347,6,1,0.43412738322656147
835,747,3,1,0.4336932558433349
836,642,3,1,0.43325956258749154
837,509,4,1,0.43282630302490405
838,389,4,1,0.43239347672187917
839,509,4,1,0.4319610832451573
840,419,4,1,0.43152912216191214
841,404,4,1,0.4310975930397502
842,762,3,1,0.43066649544671043
843,377,5,1,0.4302358289512637
844,627,3,1,0.4298055931223125
845,885,2,1,0.42937578752919014
846,287,5,1,0.4289464117416609
847,642,3,1,0.42851746532991924
848,554,4,1,0.42808894786458934
849,494,4,1,0.42766085891672473
850,539,4,1,0.427233198057808
851,524,4,1,0.4268059648597502
852,687,3,1,0.4263791588948904
853,687,3,1,0.42595277973599555
854,464,4,1,0.42552682695625954
855,657,3,1,0.4251013001293033
856,687,3,1,0.424676198829174
857,642,3,1,0.4242515226303448
858,437,5,1,0.42382727110771445
859,512,5,1,0.4234034438366067
860,627,3,1,0.4229800403927701
861,392,5,1,0.42255706035237733
862,702,3,1,0.42213450329202495
863,747,3,1,0.4217123687887329
864,702,3,1,0.4212906564199442
865,509,4,1,0.42086936576352424
866,642,3,1,0.4204484963977607
867,687,3,1,0.42002804790136294
868,657,3,1,0.4196080198534616
869,302,5,1,0.4191884118336081
870,449,4,1,0.41876922342177453
871,479,4,1,0.41835045419835276
872,569,4,1,0.4179321037441544
873,509,4,1,0.41751417164041027
874,657,3,1,0.41709665746876984
875,464,4,1,0.4166795608113011
876,479,4,1,0.41626288125048977
877,539,4,1,0.41584661836923925
878,612,3,1,0.41543077175087
879,347,6,1,0.41501534097911913
880,464,4,1,0.41460032563814003
881,554,4,1,0.4141857253125019
882,717,3,1,0.41377153958718943
883,407,5,1,0.4133577680476022
884,464,4,1,0.4129444102795546
885,717,3,1,0.412531465869275
886,347,5,1,0.41211893440340575
887,494,4,1,0.41170681546900234
888,479,4,1,0.41129510865353336
889,599,4,1,0.41088381354487985
890,672,3,1,0.410472929731335
891,825,2,1,0.41006245680160364
892,569,4,1,0.40965239434480205
893,494,4,1,0.40924274195045723
894,539,4,1,0.40883349920850676
895,464,4,1,0.40842466570929825
896,524,4,1,0.40801624104358897
897,464,4,1,0.4076082248025454
898,434,4,1,0.4072006165777428
899,434,4,1,0.4067934159611651
900,642,3,1,0.4063866225452039
901,672,3,1,0.4059802359226587
902,642,3,1,0.40557425568673605
903,-75,6,0,0.40516868143104934
904,840,2,1,0.4047635127496183
905,419,4,1,0.4043587492368687
906,464,4,1,0.4039543904876318
907,434,4,1,0.4035504360971442
908,494,4,1,0.40314688566104706
909,494,4,1,0.402743738775386
910,524,4,1,0.4023409950366106
911,825,2,1,0.401938654041574
912,627,3,1,0.4015367153875324
913,569,4,1,0.4011351786721449
914,449,4,1,0.40073404349347275
915,404,4,1,0.40033330944997925
916,404,4,1,0.39993297614052925
917,627,3,1,0.3995330431643887
918,479,4,1,0.39913351012122433
919,642,3,1,0.3987343766111031
920,554,4,1,0.398335642234492
921,810,2,1,0.3979373065922575
922,702,3,1,0.39753936928566525
923,302,5,1,0.3971418299163796
924,452,5,1,0.3967446880864632
925,-180,6,0,0.3963479433983767
926,554,4,1,0.3959515954549783
927,347,5,1,0.39555564385952335
928,227,6,1,0.39516008821566384
929,642,3,1,0.3947649281274482
930,479,4,1,0.3943701631993207
931,362,5,1,0.3939757930361214
932,687,3,1,0.3935818172430853
933,627,3,1,0.3931882354258422
934,347,5,1,0.39279504719041636
935,657,3,1,0.39240225214322594
936,672,3,1,0.39200984989108273
937,182,6,1,0.39161784004119166
938,479,4,1,0.39122622220115044
939,840,2,1,0.3908349959789493
940,524,4,1,0.3904441609829703
941,642,3,1,0.3900537168219873
942,672,3,1,0.3896636631051653
943,627,3,1,0.38927399944206015
944,524,4,1,0.3888847254426181
945,494,4,1,0.38849584071717547
946,642,3,1,0.3881073448764583
947,687,3,1,0.3877192375315819
948,687,3,1,0.3873315182940503
949,584,4,1,0.38694418677575626
950,347,5,1,0.3865572425889805
951,885,2,1,0.38617068534639154
952,377,6,1,0.38578451466104513
953,419,4,1,0.3853987301463841
954,422,5,1,0.3850133314162377
955,599,4,1,0.3846283180848215
956,422,5,1,0.3842436897667367
957,855,2,1,0.3838594460769699
958,347,5,1,0.38347558663089293
959,642,3,1,0.38309211104426205
960,840,2,1,0.3827090189332178
961,467,5,1,0.38232630991428457
962,479,4,1,0.38194398360437026
963,494,4,1,0.3815620396207659
964,539,4,1,0.38118047758114515
965,464,4,1,0.380799297103564
966,539,4,1,0.3804184978064605
967,717,3,1,0.380038079308654
968,362,5,1,0.3796580412293454
969,642,3,1,0.379278383188116
970,657,3,1,0.3788991048049279
971,377,5,1,0.37852020570012296
972,407,5,1,0.37814168549442284
973,672,3,1,0.3777635438089284
974,467,5,1,0.3773857802651195
975,569,4,1,0.37700839448485435
976,464,4,1,0.3766313860903695
977,524,4,1,0.37625475470427916
978,434,4,1,0.3758784999495749
979,509,4,1,0.3755026214496253
980,392,5,1,0.3751271188281757
981,407,5,1,0.3747519917093475
982,627,3,1,0.37437723971763814
983,302,5,1,0.37400286247792053
984,377,5,1,0.3736288596154426
985,569,4,1,0.37325523075582717
986,452,5,1,0.37288197552507135
987,584,4,1,0.37250909354954626
988,479,4,1,0.37213658445599673
989,870,2,1,0.3717644478715407
990,642,3,1,0.3713926834236692
991,672,3,1,0.37102129074024554
992,464,4,1,0.3706502694495053
993,377,5,1,0.3702796191800558
994,524,4,1,0.36990933956087574
995,422,5,1,0.36953943022131486
996,452,5,1,0.3691698907910935
997,657,3,1,0.3688007209003024
998,599,4,1,0.36843192017940213
999,702,3,1,0.36806348825922275
1000,524,4,1,0.3676954247709635
